1,0.031656416,0.118227542
2,0.064936875,0.112516291
3,0.057815042,0.1108505
4,0.062522917,0.145383167
5,0.068748958,0.164285209
6,0.07568125,0.176317125
7,0.079765792,0.207687458
8,0.085360542,0.204586708
9,0.091054791,0.192818917
10,0.096128125,0.199945208
11,0.102221125,0.210100959
12,0.109556167,0.216804166
13,0.114924458,0.219062042
14,0.122524083,0.220392584
15,0.127539042,0.23823975
16,0.133246416,0.227221917
17,0.139392125,0.228537167
18,0.146023209,0.237334083
19,0.154076,0.239362125
20,0.159552167,0.26151525
21,0.167156167,0.250253375
22,0.174211542,0.254934416
23,0.187153916,0.241879959
24,0.190744208,0.265522583
25,0.196444416,0.263157292
26,0.206092625,0.282864292
27,0.211175709,0.254892291
28,0.221283041,0.272608375
29,0.227261125,0.283966917
30,0.235906417,0.282503
31,0.249134083,0.271926792
32,0.2499145,0.29372575
33,0.260226125,0.264670625
34,0.268241958,0.28856425
35,0.276012792,0.299150125
36,0.2839475,0.298583792
37,0.299146541,0.308878459
38,0.300122917,0.3040385
39,0.309897166,0.304095875
